file_id,file_path,kategori_utama,sub_kategori,width,height,aspect_ratio,split_set
ECO_01550,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_113.jpg,Anorganik,PET,280,280,1.0,train
ECO_01551,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-29-_jpg.rf.66d3f90b09b7747fee98f6578f451c64.jpg,Anorganik,PET,600,600,1.0,test
ECO_01552,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,124.jpg",Anorganik,PET,512,683,0.75,train
ECO_01553,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,130.jpg",Anorganik,PET,512,683,0.75,train
ECO_01554,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,118.jpg",Anorganik,PET,512,683,0.75,train
ECO_01555,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-30-_jpg.rf.2138d539676c3e60b7639ceee3d66b2f.jpg,Anorganik,PET,600,600,1.0,train
ECO_01556,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,126.jpg",Anorganik,PET,512,683,0.75,test
ECO_01557,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,132.jpg",Anorganik,PET,512,683,0.75,train
ECO_01558,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_139.jpg,Anorganik,PET,210,280,0.75,train
ECO_01559,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_105.jpg,Anorganik,PET,280,280,1.0,train
ECO_01560,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_111.jpg,Anorganik,PET,280,280,1.0,train
ECO_01561,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_40.jpg,Anorganik,PET,280,280,1.0,train
ECO_01562,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_1.jpg,Anorganik,PET,280,280,1.0,train
ECO_01563,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_54.jpg,Anorganik,PET,282,280,1.01,train
ECO_01564,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,442.jpg",Anorganik,PET,512,683,0.75,test
ECO_01565,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000125.jpg,Anorganik,PET,515,515,1.0,test
ECO_01566,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_68.jpg,Anorganik,PET,280,280,1.0,train
ECO_01567,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,456.jpg",Anorganik,PET,512,683,0.75,train
ECO_01568,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_83.jpg,Anorganik,PET,280,280,1.0,train
ECO_01569,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_97.jpg,Anorganik,PET,280,280,1.0,val
ECO_01570,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_449.jpg,Anorganik,PET,324,208,1.56,train
ECO_01571,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_461.jpg,Anorganik,PET,280,280,1.0,train
ECO_01572,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_307.jpg,Anorganik,PET,264,280,0.94,train
ECO_01573,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_313.jpg,Anorganik,PET,272,280,0.97,train
ECO_01574,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_475.jpg,Anorganik,PET,280,280,1.0,train
ECO_01575,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_298.jpg,Anorganik,PET,272,280,0.97,train
ECO_01576,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,250.jpg",Anorganik,PET,512,683,0.75,train
ECO_01577,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,244.jpg",Anorganik,PET,512,683,0.75,test
ECO_01578,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-50-_jpg.rf.7010d8bbdd4f83d50cfbf1d553ff7dca.jpg,Anorganik,PET,600,600,1.0,train
ECO_01579,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_273.jpg,Anorganik,PET,280,280,1.0,train
ECO_01580,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_267.jpg,Anorganik,PET,280,280,1.0,train
ECO_01581,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,052.jpg",Anorganik,PET,512,683,0.75,train
ECO_01582,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,046.jpg",Anorganik,PET,512,683,0.75,train
ECO_01583,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,091.jpg",Anorganik,PET,512,683,0.75,train
ECO_01584,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-22-_jpg.rf.54eacb91576617a2621a74a31446df33.jpg,Anorganik,PET,600,600,1.0,train
ECO_01585,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,085.jpg",Anorganik,PET,512,683,0.75,train
ECO_01586,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,084.jpg",Anorganik,PET,512,683,0.75,train
ECO_01587,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,090.jpg",Anorganik,PET,512,683,0.75,train
ECO_01588,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_252 (1).jpg,Anorganik,PET,280,280,1.0,test
ECO_01589,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,047.jpg",Anorganik,PET,512,683,0.75,train
ECO_01590,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-33-_jpg.rf.a0b29993b152e4c23913471fd28200d0.jpg,Anorganik,PET,600,600,1.0,train
ECO_01591,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,053.jpg",Anorganik,PET,512,683,0.75,train
ECO_01592,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-24-_jpg.rf.aaa081a9cd9a7ee7381643d48a12e118.jpg,Anorganik,PET,600,600,1.0,train
ECO_01593,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_266.jpg,Anorganik,PET,280,280,1.0,train
ECO_01594,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_272.jpg,Anorganik,PET,280,280,1.0,train
ECO_01595,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/plastic36.jpg,Anorganik,PET,512,384,1.33,train
ECO_01596,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000050.jpg,Anorganik,PET,700,410,1.71,val
ECO_01597,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,245.jpg",Anorganik,PET,512,683,0.75,train
ECO_01598,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,251.jpg",Anorganik,PET,512,683,0.75,train
ECO_01599,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_299.jpg,Anorganik,PET,280,280,1.0,train
ECO_01600,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-5-_jpg.rf.2c3b4be0cd47a2c4cd32bdcf1cb907c7.jpg,Anorganik,PET,600,600,1.0,train
ECO_01601,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_474.jpg,Anorganik,PET,280,280,1.0,train
ECO_01602,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_460.jpg,Anorganik,PET,324,242,1.34,val
ECO_01603,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_306.jpg,Anorganik,PET,324,140,2.31,train
ECO_01604,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-3-_jpg.rf.5c5bd407d4567b417e96419cc21ec2ce.jpg,Anorganik,PET,600,600,1.0,train
ECO_01605,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_448.jpg,Anorganik,PET,280,280,1.0,test
ECO_01606,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_82.jpg,Anorganik,PET,280,280,1.0,train
ECO_01607,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-31-_jpg.rf.590ab96f1e75c3cc11eb390d996fd78c.jpg,Anorganik,PET,600,600,1.0,test
ECO_01608,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,457.jpg",Anorganik,PET,512,683,0.75,val
ECO_01609,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_69.jpg,Anorganik,PET,280,280,1.0,train
ECO_01610,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,443.jpg",Anorganik,PET,512,683,0.75,train
ECO_01611,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000130.jpg,Anorganik,PET,500,500,1.0,train
ECO_01612,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_55.jpg,Anorganik,PET,324,220,1.47,val
ECO_01613,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_41.jpg,Anorganik,PET,158,280,0.56,val
ECO_01614,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_110.jpg,Anorganik,PET,280,280,1.0,train
ECO_01615,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_104.jpg,Anorganik,PET,280,280,1.0,train
ECO_01616,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_138.jpg,Anorganik,PET,280,280,1.0,train
ECO_01617,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,133.jpg",Anorganik,PET,512,683,0.75,test
ECO_01618,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,127.jpg",Anorganik,PET,512,683,0.75,train
ECO_01619,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,123.jpg",Anorganik,PET,512,683,0.75,train
ECO_01620,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,137.jpg",Anorganik,PET,512,683,0.75,train
ECO_01621,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_100.jpg,Anorganik,PET,280,280,1.0,train
ECO_01622,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_114.jpg,Anorganik,PET,210,280,0.75,train
ECO_01623,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_128.jpg,Anorganik,PET,280,280,1.0,train
ECO_01624,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,447.jpg",Anorganik,PET,512,683,0.75,train
ECO_01625,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_79.jpg,Anorganik,PET,280,280,1.0,train
ECO_01626,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,453.jpg",Anorganik,PET,512,683,0.75,test
ECO_01627,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000120.jpg,Anorganik,PET,458,458,1.0,train
ECO_01628,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_45.jpg,Anorganik,PET,280,280,1.0,train
ECO_01629,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_51.jpg,Anorganik,PET,280,280,1.0,train
ECO_01630,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_4.jpg,Anorganik,PET,280,280,1.0,train
ECO_01631,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_302.jpg,Anorganik,PET,280,280,1.0,train
ECO_01632,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_464.jpg,Anorganik,PET,280,280,1.0,train
ECO_01633,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_470.jpg,Anorganik,PET,280,280,1.0,train
ECO_01634,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_316.jpg,Anorganik,PET,156,280,0.56,test
ECO_01635,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_458.jpg,Anorganik,PET,274,280,0.98,train
ECO_01636,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_86.jpg,Anorganik,PET,280,280,1.0,train
ECO_01637,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_92.jpg,Anorganik,PET,324,182,1.78,train
ECO_01638,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,255.jpg",Anorganik,PET,512,683,0.75,train
ECO_01639,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,241.jpg",Anorganik,PET,512,683,0.75,train
ECO_01640,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,269.jpg",Anorganik,PET,512,683,0.75,train
ECO_01641,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_289.jpg,Anorganik,PET,280,280,1.0,train
ECO_01642,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_276.jpg,Anorganik,PET,280,280,1.0,train
ECO_01643,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_262.jpg,Anorganik,PET,280,280,1.0,train
ECO_01644,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,282.jpg",Anorganik,PET,512,683,0.75,train
ECO_01645,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-16-_jpg.rf.ec386defa3200de973fe25ef6c9a48cb.jpg,Anorganik,PET,600,600,1.0,train
ECO_01646,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-8-_jpg.rf.f6171d562da97bbef739335ae95837ac.jpg,Anorganik,PET,600,600,1.0,train
ECO_01647,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/plastic32.jpg,Anorganik,PET,512,384,1.33,train
ECO_01648,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,057.jpg",Anorganik,PET,512,683,0.75,val
ECO_01649,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,043.jpg",Anorganik,PET,512,683,0.75,train
ECO_01650,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,094.jpg",Anorganik,PET,512,683,0.75,train
ECO_01651,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,080.jpg",Anorganik,PET,512,683,0.75,train
ECO_01652,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,081.jpg",Anorganik,PET,512,683,0.75,train
ECO_01653,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,095.jpg",Anorganik,PET,512,683,0.75,test
ECO_01654,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,042.jpg",Anorganik,PET,512,683,0.75,train
ECO_01655,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,056.jpg",Anorganik,PET,512,683,0.75,train
ECO_01656,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-31-_jpg.rf.7b44850bb89b6bea2cbfd3ca061e86cc.jpg,Anorganik,PET,600,600,1.0,val
ECO_01657,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_253 (1).jpg,Anorganik,PET,280,280,1.0,train
ECO_01658,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,283.jpg",Anorganik,PET,512,683,0.75,val
ECO_01659,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_263.jpg,Anorganik,PET,280,280,1.0,val
ECO_01660,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000082.jpg,Anorganik,PET,500,500,1.0,train
ECO_01661,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_277.jpg,Anorganik,PET,126,280,0.45,train
ECO_01662,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-9-_jpg.rf.0710f9afa61585c35270f72a85d4c997.jpg,Anorganik,PET,600,600,1.0,train
ECO_01663,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000069.jpg,Anorganik,PET,1280,1280,1.0,val
ECO_01664,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_288.jpg,Anorganik,PET,280,280,1.0,test
ECO_01665,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,268.jpg",Anorganik,PET,512,683,0.75,train
ECO_01666,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,240.jpg",Anorganik,PET,512,683,0.75,train
ECO_01667,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,254.jpg",Anorganik,PET,512,683,0.75,train
ECO_01668,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000041.jpg,Anorganik,PET,500,500,1.0,train
ECO_01669,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_93.jpg,Anorganik,PET,280,280,1.0,train
ECO_01670,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_87.jpg,Anorganik,PET,280,280,1.0,train
ECO_01671,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_459.jpg,Anorganik,PET,278,280,0.99,train
ECO_01672,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_317.jpg,Anorganik,PET,324,242,1.34,train
ECO_01673,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_303.jpg,Anorganik,PET,280,280,1.0,train
ECO_01674,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_465.jpg,Anorganik,PET,280,280,1.0,train
ECO_01675,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_50.jpg,Anorganik,PET,280,280,1.0,val
ECO_01676,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_5.jpg,Anorganik,PET,280,280,1.0,val
ECO_01677,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_44.jpg,Anorganik,PET,280,280,1.0,train
ECO_01678,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_78.jpg,Anorganik,PET,210,280,0.75,train
ECO_01679,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,446.jpg",Anorganik,PET,512,683,0.75,train
ECO_01680,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_129.jpg,Anorganik,PET,324,242,1.34,train
ECO_01681,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_115.jpg,Anorganik,PET,170,280,0.61,train
ECO_01682,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_101.jpg,Anorganik,PET,280,280,1.0,train
ECO_01683,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,136.jpg",Anorganik,PET,512,683,0.75,train
ECO_01684,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,122.jpg",Anorganik,PET,512,683,0.75,train
ECO_01685,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,134.jpg",Anorganik,PET,512,683,0.75,train
ECO_01686,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,120.jpg",Anorganik,PET,512,683,0.75,train
ECO_01687,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_252(1).jpg,Anorganik,PET,140,140,1.0,train
ECO_01688,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,108.jpg",Anorganik,PET,512,683,0.75,train
ECO_01689,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-15-_jpg.rf.c1683bbfd991c105c0f754e2b4085b2b.jpg,Anorganik,PET,600,600,1.0,test
ECO_01690,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_117.jpg,Anorganik,PET,324,242,1.34,val
ECO_01691,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_103.jpg,Anorganik,PET,280,280,1.0,test
ECO_01692,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,450.jpg",Anorganik,PET,512,683,0.75,train
ECO_01693,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,444.jpg",Anorganik,PET,512,683,0.75,val
ECO_01694,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_7.jpg,Anorganik,PET,280,280,1.0,train
ECO_01695,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_52.jpg,Anorganik,PET,324,114,2.84,test
ECO_01696,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_46.jpg,Anorganik,PET,324,216,1.5,train
ECO_01697,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-23-_jpg.rf.171729c251927dc7c40663fa68ff2773.jpg,Anorganik,PET,600,600,1.0,test
ECO_01698,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_315.jpg,Anorganik,PET,280,280,1.0,train
ECO_01699,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_467.jpg,Anorganik,PET,76,228,0.33,val
ECO_01700,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_301.jpg,Anorganik,PET,280,280,1.0,train
ECO_01701,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_329.jpg,Anorganik,PET,324,216,1.5,train
ECO_01702,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_91.jpg,Anorganik,PET,280,280,1.0,train
ECO_01703,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_85.jpg,Anorganik,PET,280,280,1.0,train
ECO_01704,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,242.jpg",Anorganik,PET,512,683,0.75,train
ECO_01705,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,256.jpg",Anorganik,PET,512,683,0.75,train
ECO_01706,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_261.jpg,Anorganik,PET,280,280,1.0,train
ECO_01707,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,281.jpg",Anorganik,PET,512,683,0.75,train
ECO_01708,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_275.jpg,Anorganik,PET,280,280,1.0,train
ECO_01709,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000080.jpg,Anorganik,PET,284,423,0.67,train
ECO_01710,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,295.jpg",Anorganik,PET,512,683,0.75,train
ECO_01711,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_249.jpg,Anorganik,PET,139,140,0.99,train
ECO_01712,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,040.jpg",Anorganik,PET,512,683,0.75,train
ECO_01713,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,054.jpg",Anorganik,PET,512,683,0.75,train
ECO_01714,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,068.jpg",Anorganik,PET,512,683,0.75,train
ECO_01715,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,083.jpg",Anorganik,PET,512,683,0.75,train
ECO_01716,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,097.jpg",Anorganik,PET,512,683,0.75,train
ECO_01717,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/botol_minum-20-_jpg.rf.eb9d1602f2dde6df94ce22b3c682cb4e.jpg,Anorganik,PET,600,600,1.0,train
ECO_01718,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,096.jpg",Anorganik,PET,512,683,0.75,test
ECO_01719,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,082.jpg",Anorganik,PET,512,683,0.75,train
ECO_01720,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,069.jpg",Anorganik,PET,512,683,0.75,train
ECO_01721,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,055.jpg",Anorganik,PET,512,683,0.75,train
ECO_01722,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,041.jpg",Anorganik,PET,512,683,0.75,train
ECO_01723,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_248.jpg,Anorganik,PET,140,140,1.0,train
ECO_01724,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_274.jpg,Anorganik,PET,280,280,1.0,train
ECO_01725,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_260.jpg,Anorganik,PET,280,280,1.0,train
ECO_01726,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,257.jpg",Anorganik,PET,512,683,0.75,train
ECO_01727,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,243.jpg",Anorganik,PET,512,683,0.75,test
ECO_01728,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/00000056.jpg,Anorganik,PET,620,414,1.5,train
ECO_01729,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_84.jpg,Anorganik,PET,280,280,1.0,test
ECO_01730,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_328.jpg,Anorganik,PET,280,280,1.0,train
ECO_01731,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_90.jpg,Anorganik,PET,282,280,1.01,train
ECO_01732,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_466.jpg,Anorganik,PET,280,280,1.0,train
ECO_01733,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_314.jpg,Anorganik,PET,280,280,1.0,test
ECO_01734,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_47.jpg,Anorganik,PET,282,280,1.01,val
ECO_01735,/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/image_6.jpg,Anorganik,PET,280,280,1.0,val
ECO_01736,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,445.jpg",Anorganik,PET,512,683,0.75,test
ECO_01737,"/content/drive/MyDrive/EcoWise/dataset-trashcan/Anorganik/PET/PET1,451.jpg",Anorganik,PET,512,683,0.75,train
